"","Value","S","K","tau","r","BS"
"3873",42,1464.29,1480,0.147945205479452,0.0113,"Over"
"3874",341.375,1352.17,1025,0.317808219178082,0.012,"Under"
"3875",43.75,1451.34,1475,0.238356164383562,0.0114,"Over"
"3876",22.25,1360.69,1425,0.142465753424658,0.0119,"Under"
"3877",317.875,1410.03,1100,0.145205479452055,0.0115,"Under"
"3878",73,1334.22,1300,0.13972602739726,0.0123,"Under"
"3879",74.5,1478.73,1450,0.178082191780822,0.011,"Under"
"3880",100.5,1471.84,1500,0.597260273972603,0.0112,"Under"
"3881",204.875,1406.95,1250,0.328767123287671,0.0116,"Under"
"3882",209,1366.7,1225,0.526027397260274,0.0119,"Under"
"3883",136.625,1305.95,1200,0.156164383561644,0.0125,"Under"
"3884",44,1478.9,1475,0.117808219178082,0.0112,"Over"
"3885",258.75,1474.47,1225,0.145205479452055,0.0112,"Under"
"3886",0.75,1387.67,1525,0.0849315068493151,0.0117,"Over"
"3887",111,1480.88,1400,0.183561643835616,0.0111,"Under"
"3888",42,1464.29,1475,0.147945205479452,0.0113,"Over"
"3889",308.5,1424.37,1150,0.367123287671233,0.0114,"Under"
"3890",122.375,1351.46,1300,0.276712328767123,0.0121,"Under"
"3891",112.5,1312.15,1250,0.252054794520548,0.0125,"Under"
"3892",70.5,1421.22,1450,0.372602739726027,0.0115,"Under"
"3893",44,1402.05,1390,0.0876712328767123,0.0116,"Under"
"3894",29,1442.39,1475,0.13972602739726,0.0113,"Over"
"3895",211.75,1456.63,1275,0.243835616438356,0.0111,"Under"
"3896",123.875,1389.81,1275,0.0849315068493151,0.0118,"Under"
"3897",64,1444.51,1425,0.167123287671233,0.0114,"Under"
"3898",62,1493.87,1500,0.241095890410959,0.0109,"Over"
"3899",23,1432.63,1600,0.367123287671233,0.0114,"Over"
"3900",55,1449.68,1450,0.178082191780822,0.0112,"Over"
"3901",123.5,1334.22,1250,0.216438356164384,0.0123,"Under"
"3902",3.25,1305.6,1425,0.0876712328767123,0.0125,"Over"
"3903",90.5,1460.25,1400,0.101369863013699,0.0113,"Under"
"3904",45,1471.84,1460,0.0986301369863014,0.0112,"Over"
"3905",132,1446,1475,0.761643835616438,0.0113,"Under"
"3906",1.375,1427.21,1600,0.145205479452055,0.0116,"Over"
"3907",481,1484.43,1025,0.336986301369863,0.0111,"Under"
"3908",134.125,1472.87,1350,0.104109589041096,0.0112,"Under"
"3909",344.875,1438.7,1125,0.372602739726027,0.0115,"Under"
"3910",185.75,1349.97,1200,0.164383561643836,0.0121,"Under"
"3911",437.75,1348.97,950,0.550684931506849,0.0121,"Under"
"3912",32.5,1264.74,1425,0.487671232876712,0.0129,"Under"
"3913",146.75,1464.47,1350,0.175342465753425,0.0111,"Under"
"3914",3,1429.86,1600,0.147945205479452,0.0114,"Over"
"3915",128.5,1509.84,1400,0.145205479452055,0.0109,"Under"
"3916",8.25,1481.96,1600,0.161643835616438,0.0111,"Over"
"3917",47.5,1420.6,1650,0.794520547945205,0.0115,"Under"
"3918",413.625,1455.22,1050,0.205479452054795,0.0111,"Under"
"3919",131.875,1379.19,1300,0.295890410958904,0.0118,"Under"
"3920",141,1459.9,1400,0.49041095890411,0.0113,"Under"
"3921",170,1356.56,1300,0.424657534246575,0.012,"Under"
"3922",23.875,1420.6,1550,0.295890410958904,0.0115,"Over"
"3923",149.125,1274.86,1200,0.484931506849315,0.0128,"Under"
"3924",106,1411.71,1350,0.180821917808219,0.0115,"Under"
"3925",12,1264.74,1625,0.736986301369863,0.0129,"Over"
"3926",51.125,1494.5,1600,0.520547945205479,0.011,"Over"
"3927",60,1340.93,1425,0.504109589041096,0.0122,"Under"
"3928",220,1402.05,1300,0.835616438356164,0.0116,"Under"
"3929",94.75,1305.95,1375,0.731506849315068,0.0125,"Under"
"3930",69.75,1509.84,1475,0.145205479452055,0.0109,"Over"
"3931",35.125,1349.97,1400,0.164383561643836,0.0121,"Under"
"3932",11,1356.56,1475,0.0986301369863014,0.012,"Under"
"3933",16.5,1409.28,1460,0.126027397260274,0.0115,"Over"
"3934",17,1484.91,1700,0.506849315068493,0.0111,"Over"
"3935",68,1469.44,1525,0.50958904109589,0.0111,"Over"
"3936",253.625,1424.24,1175,0.10958904109589,0.0114,"Under"
"3937",122.5,1364.44,1250,0.13972602739726,0.012,"Over"
"3938",51,1402.05,1400,0.164383561643836,0.0116,"Over"
"3939",6.375,1395.07,1700,0.520547945205479,0.0116,"Over"
"3940",41,1459.9,1500,0.241095890410959,0.0113,"Over"
"3941",43,1424.97,1425,0.120547945205479,0.0114,"Over"
"3942",96.125,1334.22,1450,0.964383561643836,0.0123,"Under"
"3943",271.125,1412.14,1150,0.106849315068493,0.0116,"Under"
"3944",88.5,1495.84,1425,0.101369863013699,0.011,"Under"
"3945",125.875,1462.93,1350,0.117808219178082,0.0113,"Under"
"3946",98.625,1449.62,1400,0.235616438356164,0.0114,"Under"
"3947",151.125,1460.25,1325,0.101369863013699,0.0113,"Under"
"3948",60,1387.67,1500,0.583561643835616,0.0117,"Under"
"3949",216.25,1457.6,1375,0.934246575342466,0.0111,"Under"
"3950",15,1441.48,1700,0.482191780821918,0.0113,"Over"
"3951",31,1347.35,1400,0.164383561643836,0.0121,"Under"
"3952",1,1457.6,1600,0.10958904109589,0.0111,"Over"
"3953",189.5,1398.66,1300,0.627397260273973,0.0117,"Under"
"3954",42.25,1480.88,1600,0.432876712328767,0.0111,"Over"
"3955",92,1494.73,1500,0.452054794520548,0.0109,"Under"
"3956",485.5,1501.34,1025,0.197260273972603,0.0109,"Under"
"3957",252.625,1438.1,1200,0.221917808219178,0.0115,"Under"
"3958",134.125,1411.71,1450,0.852054794520548,0.0115,"Under"
"3959",32.25,1465.15,1470,0.0986301369863014,0.0111,"Over"
"3960",65,1359.15,1390,0.26027397260274,0.0119,"Under"
"3961",91.125,1437.21,1450,0.331506849315069,0.0114,"Under"
"3962",55,1501.34,1500,0.120547945205479,0.0109,"Under"
"3963",62,1395.78,1450,0.397260273972603,0.0117,"Under"
"3964",36,1480.87,1480,0.101369863013699,0.0111,"Over"
"3965",268.375,1456.95,1250,0.520547945205479,0.0112,"Under"
"3966",146.125,1409.28,1325,0.375342465753425,0.0115,"Under"
"3967",267.75,1501.34,1325,0.695890410958904,0.0109,"Under"
"3968",43.5,1429.4,1435,0.126027397260274,0.0114,"Under"
"3969",0.4375,1322.74,1800,0.0904109589041096,0.0124,"Under"
"3970",109.25,1424.97,1325,0.120547945205479,0.0114,"Over"
"3971",10.5,1328.92,1450,0.142465753424658,0.0123,"Under"
"3972",141.5,1475.62,1350,0.10958904109589,0.0112,"Under"
"3973",356,1401.44,1100,0.665753424657534,0.0116,"Under"
"3974",50,1509.98,1600,0.424657534246575,0.0109,"Over"
"3975",201.5,1454.82,1275,0.219178082191781,0.0112,"Under"
"3976",171.375,1509.98,1500,0.923287671232877,0.0109,"Under"
"3977",8.5,1342.13,1600,0.410958904109589,0.0122,"Over"
"3978",4.25,1343.55,1475,0.120547945205479,0.0122,"Over"
"3979",104.625,1450.55,1375,0.145205479452055,0.0113,"Under"
"3980",4,1329.78,1520,0.178082191780822,0.0123,"Over"
"3981",118,1449.05,1475,0.734246575342466,0.0114,"Under"
"3982",16.75,1484.91,1525,0.104109589041096,0.0111,"Over"
"3983",319.25,1450.55,1150,0.221917808219178,0.0113,"Under"
"3984",156.5,1391.28,1250,0.10958904109589,0.0117,"Under"
"3985",14,1379.19,1450,0.123287671232877,0.0118,"Over"
"3986",167.75,1494.5,1350,0.194520547945205,0.011,"Under"
"3987",337.125,1452.42,1150,0.391780821917808,0.0114,"Under"
"3988",273.375,1401.53,1200,0.646575342465753,0.0116,"Under"
"3989",562.25,1353.43,800,0.312328767123288,0.012,"Under"
"3990",153,1400.14,1300,0.350684931506849,0.0117,"Under"
"3991",142.875,1440.51,1450,0.676712328767123,0.0113,"Under"
"3992",267.75,1501.34,1325,0.695890410958904,0.0109,"Under"
"3993",63,1487.37,1515,0.2,0.011,"Under"
"3994",189.625,1441.48,1325,0.482191780821918,0.0113,"Under"
"3995",36.5,1464.47,1500,0.175342465753425,0.0111,"Over"
"3996",37,1455.22,1475,0.128767123287671,0.0111,"Over"
"3997",613.25,1502.59,900,0.295890410958904,0.011,"Under"
"3998",160.875,1353.43,1325,0.810958904109589,0.012,"Under"
"3999",136,1426.69,1350,0.367123287671233,0.0115,"Under"
"4000",208.75,1452.36,1250,0.0904109589041096,0.0112,"Under"
"4001",55,1424.37,1550,0.616438356164384,0.0114,"Over"
"4002",568.375,1402.11,850,0.449315068493151,0.0116,"Under"
"4003",199.125,1448.72,1350,0.731506849315068,0.0114,"Under"
"4004",122.375,1360.69,1400,0.813698630136986,0.0119,"Under"
"4005",143.375,1470.54,1375,0.257534246575342,0.0111,"Under"
"4006",47,1479.32,1500,0.205479452054795,0.0111,"Over"
"4007",3.875,1355.62,1700,0.528767123287671,0.012,"Over"
"4008",118.875,1422.45,1425,0.547945205479452,0.0115,"Under"
"4009",103.75,1430.83,1400,0.378082191780822,0.0115,"Under"
"4010",111,1500.64,1500,0.487671232876712,0.0108,"Under"
"4011",216.375,1479.32,1300,0.358904109589041,0.0111,"Under"
"4012",2.375,1387.67,1495,0.0849315068493151,0.0117,"Over"
"4013",119.25,1434.32,1350,0.2,0.0114,"Under"
"4014",343,1379.58,1100,0.635616438356164,0.0119,"Under"
"4015",355.125,1409.28,1100,0.602739726027397,0.0116,"Under"
"4016",218.875,1452.42,1250,0.142465753424658,0.0114,"Under"
"4017",118.5,1322.74,1250,0.243835616438356,0.0124,"Under"
"4018",487.875,1487.37,1050,0.698630136986301,0.011,"Under"
"4019",209.375,1396.93,1275,0.654794520547945,0.0117,"Under"
"4020",63,1449.62,1450,0.235616438356164,0.0114,"Over"
"4021",135,1477.26,1400,0.29041095890411,0.011,"Under"
"4022",414,1478.73,1100,0.504109589041096,0.011,"Under"
"4023",186.25,1400.14,1300,0.6,0.0117,"Under"
"4024",100.375,1430.83,1350,0.128767123287671,0.0115,"Under"
"4025",70.25,1404.09,1400,0.219178082191781,0.0115,"Under"
"4026",26.75,1401.44,1480,0.167123287671233,0.0116,"Under"
"4027",23,1474.47,1525,0.145205479452055,0.0112,"Over"
"4028",79.25,1305.95,1350,0.482191780821918,0.0125,"Under"
"4029",278.125,1424.24,1175,0.358904109589041,0.0114,"Under"
"4030",217,1527.35,1325,0.158904109589041,0.0106,"Under"
"4031",54,1430.83,1500,0.378082191780822,0.0115,"Under"
"4032",64,1444.51,1425,0.167123287671233,0.0114,"Under"
"4033",52,1465.81,1490,0.252054794520548,0.0113,"Over"
"4034",145.25,1441.61,1300,0.0876712328767123,0.0113,"Under"
"4035",6.5,1324.97,1550,0.282191780821918,0.0124,"Over"
"4036",280.75,1481.99,1250,0.50958904109589,0.0111,"Under"
"4037",184,1470.54,1325,0.257534246575342,0.0111,"Under"
"4038",413,1470.54,1100,0.506849315068493,0.0111,"Under"
"4039",13.625,1452.18,1600,0.235616438356164,0.0112,"Over"
"4040",128,1424.97,1350,0.36986301369863,0.0114,"Under"
"4041",320.875,1466.04,1150,0.0876712328767123,0.0111,"Under"
"4042",93.5,1500.59,1600,0.682191780821918,0.0109,"Under"
"4043",409,1500.64,1150,0.736986301369863,0.0108,"Under"
"4044",46.25,1364.44,1450,0.389041095890411,0.012,"Under"
"4045",42.875,1324.97,1475,0.531506849315069,0.0124,"Under"
"4046",204,1342.62,1250,0.819178082191781,0.0122,"Under"
"4047",476.375,1510.49,1100,0.915068493150685,0.0109,"Under"
"4048",217.875,1504.46,1300,0.10958904109589,0.0108,"Under"
"4049",117.5,1500.64,1400,0.161643835616438,0.0108,"Over"
"4050",263.75,1424.97,1200,0.36986301369863,0.0114,"Under"
"4051",200.25,1441.61,1250,0.0876712328767123,0.0113,"Under"
"4052",4,1360.16,1650,0.386301369863014,0.0119,"Over"
"4053",388.875,1455.9,1150,0.90958904109589,0.0111,"Under"
"4054",45.375,1424.37,1450,0.194520547945205,0.0114,"Over"
"4055",178.75,1432.25,1400,0.928767123287671,0.0113,"Under"
"4056",20.375,1351.26,1500,0.33972602739726,0.0121,"Over"
"4057",73,1305.6,1450,0.73972602739726,0.0125,"Under"
"4058",117.5,1403.45,1325,0.197260273972603,0.0116,"Under"
"4059",208,1457.6,1300,0.435616438356164,0.0111,"Under"
"4060",366.125,1470.54,1150,0.506849315068493,0.0111,"Under"
"4061",1.125,1394.46,1700,0.378082191780822,0.0116,"Over"
"4062",30.5,1420.96,1550,0.347945205479452,0.0115,"Over"
"4063",160,1516.35,1385,0.194520547945205,0.0108,"Under"
"4064",31,1471.84,1480,0.0986301369863014,0.0112,"Over"
"4065",54,1348.05,1350,0.128767123287671,0.012,"Under"
"4066",467.625,1472.87,1025,0.353424657534247,0.0112,"Under"
"4067",94.75,1360.69,1300,0.142465753424658,0.0119,"Under"
"4068",81.5,1420.6,1400,0.219178082191781,0.0115,"Under"
"4069",206.625,1408.99,1225,0.194520547945205,0.0116,"Under"
"4070",204.25,1395.78,1250,0.397260273972603,0.0117,"Under"
"4071",10,1365.98,1480,0.0986301369863014,0.012,"Under"
"4072",220.125,1494.73,1450,0.950684931506849,0.0109,"Under"
"4073",332.25,1359.15,1100,0.758904109589041,0.0119,"Under"
"4074",367.375,1478.9,1200,0.942465753424658,0.0112,"Under"
"4075",300.875,1459.9,1200,0.49041095890411,0.0113,"Under"
"4076",53,1437.21,1450,0.158904109589041,0.0114,"Under"
"4077",17,1495.84,1700,0.427397260273973,0.011,"Over"
"4078",205,1482.8,1400,0.854794520547945,0.0111,"Under"
"4079",272.625,1427.47,1200,0.410958904109589,0.0114,"Under"
"4080",130.75,1383.05,1325,0.353424657534247,0.0118,"Under"
"4081",352.25,1516.35,1200,0.443835616438356,0.0108,"Under"
"4082",22.5,1356.56,1425,0.0986301369863014,0.012,"Under"
"4083",336.375,1430.83,1100,0.128767123287671,0.0115,"Under"
"4084",151.625,1351.26,1300,0.589041095890411,0.0121,"Under"
"4085",111.625,1510.49,1425,0.167123287671233,0.0109,"Under"
"4086",254,1466.04,1250,0.336986301369863,0.0111,"Under"
"4087",22.75,1401.44,1450,0.0904109589041096,0.0116,"Under"
"4088",50,1446.29,1450,0.126027397260274,0.0113,"Under"
"4089",130.375,1305.95,1250,0.482191780821918,0.0125,"Under"
"4090",107.625,1340.93,1250,0.101369863013699,0.0122,"Under"
"4091",423.75,1429.86,1050,0.646575342465753,0.0114,"Under"
"4092",189.375,1428.32,1250,0.120547945205479,0.0115,"Under"
"4093",62.75,1348.97,1375,0.301369863013699,0.0121,"Under"
"4094",6.75,1396.93,1525,0.156164383561644,0.0117,"Over"
"4095",109.375,1314.95,1275,0.293150684931507,0.0124,"Under"
"4096",215.625,1459.9,1250,0.0876712328767123,0.0113,"Under"
"4097",144.625,1471.36,1375,0.276712328767123,0.0111,"Under"
"4098",40,1492.92,1525,0.180821917808219,0.011,"Over"
"4099",78,1400.72,1350,0.147945205479452,0.0117,"Over"
"4100",161,1407.81,1275,0.178082191780822,0.0116,"Under"
"4101",566,1459.9,900,0.241095890410959,0.0113,"Under"
"4102",128.75,1460.25,1450,0.6,0.0113,"Under"
"4103",40.75,1391.28,1400,0.10958904109589,0.0117,"Under"
"4104",136,1264.74,1300,0.986301369863014,0.0129,"Under"
"4105",174,1477.26,1350,0.29041095890411,0.011,"Under"
"4106",170,1353.43,1200,0.13972602739726,0.012,"Under"
"4107",132.75,1475.95,1500,0.73972602739726,0.0111,"Under"
"4108",368.125,1394.46,1100,0.876712328767123,0.0116,"Under"
"4109",181.375,1449.05,1375,0.734246575342466,0.0114,"Under"
"4110",25.5,1342.13,1425,0.161643835616438,0.0122,"Under"
"4111",26.25,1409.17,1500,0.29041095890411,0.0115,"Over"
"4112",122.75,1472.87,1375,0.104109589041096,0.0112,"Under"
"4113",222.25,1432.25,1225,0.180821917808219,0.0113,"Under"
"4114",148.625,1388.76,1350,0.657534246575342,0.0118,"Under"
"4115",170.375,1466.04,1450,0.835616438356164,0.0111,"Under"
"4116",168,1399.42,1400,0.950684931506849,0.0116,"Under"
"4117",127.875,1469.44,1375,0.183561643835616,0.0111,"Under"
"4118",305,1484.91,1200,0.257534246575342,0.0111,"Under"
"4119",121.875,1342.13,1350,0.66027397260274,0.0122,"Under"
"4120",3.375,1399.05,1575,0.142465753424658,0.0117,"Over"
"4121",322,1394.46,1100,0.378082191780822,0.0116,"Under"
"4122",112.125,1517.68,1425,0.13972602739726,0.0109,"Under"
"4123",130.125,1381.76,1300,0.293150684931507,0.0117,"Under"
"4124",138,1457.6,1350,0.186301369863014,0.0111,"Under"
"4125",121.5,1508.52,1500,0.468493150684932,0.0107,"Under"
"4126",0.3125,1396.93,1650,0.156164383561644,0.0117,"Over"
"4127",130.625,1402.03,1400,0.684931506849315,0.0117,"Under"
"4128",202,1500.64,1325,0.238356164383562,0.0108,"Under"
"4129",215.125,1351.26,1250,0.838356164383562,0.0121,"Under"
"4130",51,1365.98,1400,0.194520547945205,0.012,"Under"
"4131",57.5,1341.77,1450,0.558904109589041,0.0122,"Under"
"4132",147.375,1489.26,1475,0.761643835616438,0.0111,"Under"
"4133",84.375,1498.58,1475,0.213698630136986,0.0109,"Under"
"4134",83.875,1411.71,1375,0.180821917808219,0.0115,"Under"
"4135",152.625,1436.51,1300,0.136986301369863,0.0114,"Under"
"4136",101.125,1479.32,1450,0.358904109589041,0.0111,"Under"
"4137",17,1505.97,1575,0.161643835616438,0.011,"Over"
"4138",375.625,1465.15,1100,0.175342465753425,0.0111,"Under"
"4139",9,1470.54,1650,0.257534246575342,0.0111,"Over"
"4140",337.5,1402.11,1100,0.449315068493151,0.0116,"Under"
"4141",230.125,1432.25,1250,0.43013698630137,0.0113,"Under"
"4142",286,1399.42,1175,0.452054794520548,0.0116,"Under"
"4143",133,1432.63,1425,0.616438356164384,0.0114,"Under"
"4144",151.5,1436.23,1400,0.704109589041096,0.0114,"Under"
"4145",63,1449.62,1450,0.235616438356164,0.0114,"Over"
"4146",134.875,1492.25,1375,0.123287671232877,0.0111,"Under"
"4147",111.625,1381.76,1325,0.293150684931507,0.0117,"Under"
"4148",35,1359.15,1375,0.0876712328767123,0.0119,"Under"
"4149",394.75,1400.72,1050,0.56986301369863,0.0117,"Under"
"4150",252.875,1527.46,1350,0.482191780821918,0.0106,"Under"
"4151",52,1444.51,1480,0.243835616438356,0.0114,"Under"
"4152",9.25,1449.62,1550,0.13972602739726,0.0114,"Over"
"4153",10,1459.9,1600,0.241095890410959,0.0113,"Over"
"4154",121.875,1359.99,1375,0.756164383561644,0.012,"Under"
"4155",18.875,1383.62,1500,0.263013698630137,0.0117,"Over"
"4156",39,1355.62,1600,0.778082191780822,0.012,"Under"
"4157",205.625,1409.28,1250,0.375342465753425,0.0115,"Under"
"4158",233.625,1411.71,1250,0.602739726027397,0.0115,"Under"
"4159",181,1465.81,1300,0.175342465753425,0.0113,"Under"
"4160",246.75,1501.34,1275,0.197260273972603,0.0109,"Under"
"4161",1,1467.17,1700,0.104109589041096,0.0111,"Under"
"4162",8.75,1402.11,1550,0.2,0.0116,"Over"
"4163",42.25,1415.1,1550,0.372602739726027,0.0115,"Under"
"4164",29.75,1341.93,1425,0.219178082191781,0.0122,"Under"
"4165",249,1438.1,1225,0.375342465753425,0.0115,"Under"
"4166",158.125,1452.36,1350,0.33972602739726,0.0112,"Under"
"4167",434.875,1402.11,975,0.2,0.0116,"Under"
"4168",6.125,1517.68,1700,0.293150684931507,0.0109,"Over"
"4169",408.125,1489.26,1100,0.263013698630137,0.0111,"Under"
"4170",412.25,1429.4,1025,0.126027397260274,0.0114,"Under"
"4171",298,1455.9,1200,0.410958904109589,0.0111,"Under"
"4172",14.5,1471.36,1550,0.104109589041096,0.0111,"Over"
"4173",170,1353.43,1200,0.13972602739726,0.012,"Under"
"4174",466,1504.46,1050,0.186301369863014,0.0108,"Under"
"4175",126.5,1469.44,1425,0.50958904109589,0.0111,"Under"
"4176",313.25,1409.12,1125,0.372602739726027,0.0115,"Under"
"4177",309.25,1478.73,1250,0.753424657534247,0.011,"Under"
"4178",149.125,1411.71,1275,0.104109589041096,0.0115,"Under"
"4179",520,1409.17,900,0.29041095890411,0.0115,"Under"
"4180",9.5,1389.94,1460,0.0904109589041096,0.0117,"Over"
"4181",51.5,1324.97,1450,0.531506849315069,0.0124,"Under"
"4182",349.5,1340.93,995,0.101369863013699,0.0122,"Under"
"4183",165.75,1420.6,1300,0.295890410958904,0.0115,"Under"
"4184",151.75,1366.7,1350,0.775342465753425,0.0119,"Under"
"4185",65.5,1364.44,1400,0.389041095890411,0.012,"Under"
"4186",85,1464.29,1475,0.397260273972603,0.0113,"Under"
"4187",58,1454.82,1450,0.142465753424658,0.0112,"Under"
"4188",114,1415.1,1500,0.871232876712329,0.0115,"Under"
"4189",77,1324.97,1450,0.780821917808219,0.0124,"Under"
"4190",95,1448.72,1400,0.232876712328767,0.0114,"Under"
"4191",2.875,1456.67,1600,0.120547945205479,0.0113,"Over"
"4192",303.5,1380.2,1100,0.263013698630137,0.0119,"Under"
"4193",187,1469.54,1350,0.454794520547945,0.0112,"Under"
"4194",36,1398.13,1435,0.145205479452055,0.0117,"Under"
"4195",401.875,1487.37,1100,0.2,0.011,"Under"
"4196",155.5,1452.56,1300,0.120547945205479,0.0114,"Over"
"4197",250.625,1322.74,1100,0.243835616438356,0.0124,"Under"
"4198",197.25,1402.05,1250,0.336986301369863,0.0116,"Under"
"4199",265.625,1494.73,1250,0.126027397260274,0.0109,"Under"
"4200",14.125,1398.13,1600,0.394520547945205,0.0117,"Over"
"4201",427,1462.93,1100,0.865753424657534,0.0113,"Under"
"4202",115,1444.51,1350,0.0904109589041096,0.0114,"Under"
"4203",392.125,1494.73,1125,0.202739726027397,0.0109,"Under"
"4204",2,1401.44,1550,0.0904109589041096,0.0116,"Over"
"4205",3,1399.42,1550,0.126027397260274,0.0116,"Over"
"4206",51.5,1324.97,1450,0.531506849315069,0.0124,"Under"
"4207",161.25,1493.74,1450,0.663013698630137,0.011,"Under"
"4208",0.625,1369.89,1600,0.194520547945205,0.0119,"Over"
"4209",178.625,1438.7,1275,0.123287671232877,0.0115,"Under"
"4210",620,1508.31,900,0.312328767123288,0.0109,"Under"
"4211",60,1493.87,1480,0.241095890410959,0.0109,"Over"
"4212",101.25,1467.17,1400,0.104109589041096,0.0111,"Under"
"4213",13.75,1428.32,1550,0.216438356164384,0.0115,"Over"
"4214",22.25,1507.08,1550,0.126027397260274,0.0109,"Over"
"4215",31.5,1348.05,1600,0.8,0.012,"Over"
"4216",43.625,1446.23,1450,0.123287671232877,0.0114,"Over"
"4217",76.125,1500.59,1490,0.183561643835616,0.0109,"Under"
"4218",40,1452.42,1475,0.142465753424658,0.0114,"Under"
"4219",48.875,1421.22,1450,0.219178082191781,0.0115,"Under"
"4220",161.25,1478.73,1450,0.753424657534247,0.011,"Under"
"4221",102,1455.22,1425,0.205479452054795,0.0111,"Under"
"4222",36.125,1374.62,1500,0.416438356164384,0.0119,"Under"
"4223",73,1442.39,1425,0.216438356164384,0.0113,"Under"
"4224",62,1498.58,1510,0.213698630136986,0.0109,"Under"
"4225",174.5,1382.95,1300,0.586301369863014,0.0118,"Under"
"4226",71.375,1348.97,1350,0.224657534246575,0.0121,"Under"
"4227",49.875,1467.17,1525,0.180821917808219,0.0111,"Under"
"4228",177,1351.26,1225,0.33972602739726,0.0121,"Under"
"4229",86,1407.81,1350,0.101369863013699,0.0116,"Under"
"4230",195.625,1495.57,1450,0.906849315068493,0.011,"Under"
"4231",327.125,1456.63,1150,0.243835616438356,0.0111,"Under"
"4232",51.875,1464.29,1700,0.895890410958904,0.0113,"Under"
"4233",12.875,1264.74,1425,0.238356164383562,0.0129,"Under"
"4234",35.25,1371.18,1395,0.106849315068493,0.0119,"Under"
"4235",66.5,1420.96,1390,0.0986301369863014,0.0115,"Under"
"4236",200.25,1441.61,1250,0.0876712328767123,0.0113,"Under"
"4237",7.25,1400.14,1500,0.101369863013699,0.0117,"Over"
"4238",284.625,1449.68,1175,0.178082191780822,0.0112,"Under"
"4239",143,1496.07,1400,0.331506849315069,0.011,"Under"
"4240",353.75,1487.37,1150,0.2,0.011,"Under"
"4241",241.875,1429.4,1200,0.126027397260274,0.0114,"Under"
"4242",211.875,1415.1,1300,0.621917808219178,0.0115,"Under"
"4243",71.125,1457.84,1550,0.528767123287671,0.0112,"Under"
"4244",87.375,1387.12,1325,0.0986301369863014,0.0117,"Under"
"4245",125,1305.6,1225,0.0876712328767123,0.0125,"Under"
"4246",60,1312.15,1325,0.252054794520548,0.0125,"Under"
"4247",164,1348.05,1300,0.8,0.012,"Under"
"4248",159,1409.12,1400,0.871232876712329,0.0115,"Under"
"4249",46,1492.92,1510,0.180821917808219,0.011,"Over"
"4250",304,1492.92,1225,0.43013698630137,0.011,"Under"
"4251",22.5,1392.14,1500,0.257534246575342,0.0116,"Over"
"4252",55.5,1424.24,1400,0.10958904109589,0.0114,"Over"
"4253",9,1352.17,1750,0.816438356164384,0.012,"Over"
"4254",264.625,1464.46,1225,0.252054794520548,0.0111,"Under"
"4255",271.75,1432.19,1200,0.358904109589041,0.0114,"Under"
"4256",21.25,1415.1,1600,0.372602739726027,0.0115,"Over"
"4257",11.5,1447.8,1650,0.334246575342466,0.0113,"Over"
"4258",233.625,1399.05,1200,0.315068493150685,0.0117,"Under"
"4259",85,1374.62,1450,0.665753424657534,0.0119,"Under"
"4260",84.375,1434.54,1395,0.158904109589041,0.0114,"Under"
"4261",101.625,1351.46,1275,0.123287671232877,0.0121,"Under"
"4262",4.5,1387.67,1475,0.0849315068493151,0.0117,"Over"
"4263",40,1322.36,1475,0.564383561643836,0.0124,"Under"
"4264",19.125,1502.51,1550,0.120547945205479,0.011,"Over"
"4265",1.3125,1396.93,1600,0.156164383561644,0.0117,"Over"
"4266",14,1434.32,1500,0.123287671232877,0.0114,"Over"
"4267",279.125,1436.51,1200,0.463013698630137,0.0114,"Under"
"4268",190.25,1398.13,1250,0.241095890410959,0.0117,"Under"
"4269",25,1359.99,1395,0.104109589041096,0.012,"Under"
"4270",134,1509.98,1400,0.175342465753425,0.0109,"Under"
"4271",29,1447.8,1470,0.0849315068493151,0.0113,"Under"
"4272",30.25,1400.72,1700,0.819178082191781,0.0117,"Under"
"4273",81.5,1495.57,1450,0.158904109589041,0.011,"Under"
"4274",408.125,1489.26,1100,0.263013698630137,0.0111,"Under"
"4275",60,1359.15,1400,0.26027397260274,0.0119,"Under"
"4276",86.25,1395.78,1350,0.147945205479452,0.0117,"Under"
"4277",164.375,1356.56,1325,0.673972602739726,0.012,"Under"
"4278",176.375,1479.85,1350,0.334246575342466,0.0111,"Under"
"4279",141,1474.47,1350,0.145205479452055,0.0112,"Under"
"4280",204.375,1467.17,1325,0.43013698630137,0.0111,"Under"
"4281",14.25,1376.54,1450,0.126027397260274,0.0119,"Over"
"4282",315.5,1527.46,1275,0.482191780821918,0.0106,"Under"
"4283",100.75,1455.22,1400,0.205479452054795,0.0111,"Under"
"4284",1.75,1441.61,1600,0.0876712328767123,0.0113,"Over"
"4285",4.25,1343.55,1475,0.120547945205479,0.0122,"Over"
"4286",41.5,1409.28,1420,0.126027397260274,0.0115,"Under"
"4287",235.5,1465.81,1250,0.252054794520548,0.0113,"Under"
"4288",66.5,1420.96,1390,0.0986301369863014,0.0115,"Under"
"4289",20.5,1465.15,1525,0.175342465753425,0.0111,"Over"
"4290",162,1446,1375,0.512328767123288,0.0113,"Under"
"4291",23.125,1391.28,1475,0.205479452054795,0.0117,"Over"
"4292",117.375,1438.7,1450,0.621917808219178,0.0115,"Under"
"4293",286.375,1389.94,1200,0.838356164383562,0.0117,"Under"
